Track,Artist,Position,Last,Peak,Weeks,Year,Month,Week
I Don't Like,Chief Keef Featuring Lil Reese,100,-,100,1,2012,9,8
Feel Again,OneRepublic,61,-,61,1,2012,9,15
Battle Scars,Lupe Fiasco & Guy Sebastian,73,-,73,1,2012,9,15
Hello,Karmin,89,-,89,1,2012,9,15
Shinin' On Me,Jerrod Niemann,94,-,94,1,2012,9,15
Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,96,-,96,1,2012,9,15
Take A Walk,Passion Pit,99,-,99,1,2012,9,15
Ice,Kelly Rowland Featuring Lil Wayne,100,-,100,1,2012,9,15
Ronan,Taylor Swift,16,-,16,1,2012,9,22
Girl On Fire,Alicia Keys Featuring Nicki Minaj,37,-,37,1,2012,9,22
Clique,"Kanye West, Jay-Z, Big Sean",55,-,55,1,2012,9,22
Gangnam Style,PSY,64,-,64,1,2012,9,22
No Worries,Lil Wayne Featuring Detail,96,-,96,1,2012,9,22
Dance For You,Beyonce,100,-,100,1,2012,9,22
Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,71,-,71,1,2012,9,29
Between The Raindrops,Lifehouse Featuring Natasha Bedingfield,79,-,79,1,2012,9,29
This Kiss,Carly Rae Jepsen,86,-,86,1,2012,9,29
Finally Found You,Enrique Iglesias Featuring Sammy Adams,94,-,94,1,2012,9,29
It's Time,Glee Cast,95,-,95,1,2012,9,29
Heart Skips A Beat,Olly Murs Featuring Chiddy Bang,96,-,96,1,2012,9,29
Til My Last Day,Justin Moore,98,-,98,1,2012,9,29
Your Body,Christina Aguilera,34,-,34,1,2012,10,6
Try,P!nk,56,-,56,1,2012,10,6
Don't You Worry Child,Swedish House Mafia Featuring John Martin,68,-,68,1,2012,10,6
To The World,"Kanye West, R. Kelly",70,-,70,1,2012,10,6
Celebration,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",82,-,82,1,2012,10,6
Beautiful,Carly Rae Jepsen Featuring Justin Bieber,87,-,87,1,2012,10,6
Numb,Usher,97,-,97,1,2012,10,6
Beer Money,Kip Moore,99,-,99,1,2012,10,6
Did It For The Girl,Greg Bates,100,-,100,1,2012,10,6
Begin Again,Taylor Swift,7,-,7,1,2012,10,13
Die Young,Ke$ha,13,-,13,1,2012,10,13
Diamonds,Rihanna,16,-,16,1,2012,10,13
Babel,Mumford & Sons,60,-,60,1,2012,10,13
I Cry,Flo Rida,81,-,81,1,2012,10,13
Lover's Eyes,Mumford & Sons,85,-,85,1,2012,10,13
Whispers In The Dark,Mumford & Sons,86,-,86,1,2012,10,13
Don't Stop The Party,Pitbull Featuring TJR,89,-,89,1,2012,10,13
Holland Road,Mumford & Sons,92,-,92,1,2012,10,13
Ghosts That We Knew,Mumford & Sons,94,-,94,1,2012,10,13
Live While We're Young,One Direction,3,-,3,1,2012,10,20
Red,Taylor Swift,6,-,6,1,2012,10,20
Skyfall,Adele,8,-,8,1,2012,10,20
Locked Out Of Heaven,Bruno Mars,34,-,34,1,2012,10,20
Southern Comfort Zone,Brad Paisley,73,-,73,1,2012,10,20
Just What I Am,Kid Cudi Featuring King Chip,74,-,74,1,2012,10,20
Every Storm (Runs Out Of Rain),Gary Allan,78,-,78,1,2012,10,20
The Scientist,Glee Cast,91,-,91,1,2012,10,20
Lover Of The Light,Mumford & Sons,97,-,97,1,2012,10,20
My Moment,"DJ Drama Featuring 2 Chainz, Meek Mill & Jeremih",99,-,99,1,2012,10,20
How Country Feels,Randy Houser,100,-,100,1,2012,10,20
I Knew You Were Trouble.,Taylor Swift,3,-,3,1,2012,10,27
Anything Could Happen,Ellie Goulding,75,-,75,1,2012,10,27
El Cerrito Place,Kenny Chesney,92,-,92,1,2012,10,27
Goodbye In Her Eyes,Zac Brown Band,97,-,97,1,2012,10,27
State Of Grace,Taylor Swift,13,-,13,1,2012,11,3
Ball,T.I. Featuring Lil Wayne,50,-,50,1,2012,11,3
Catch My Breath,Kelly Clarkson,54,-,54,1,2012,11,3
Night Train,Jason Aldean,92,-,92,1,2012,11,3
Sweet Nothing,Calvin Harris Featuring Florence Welch,96,-,96,1,2012,11,3
Ready Or Not,Bridgit Mendler,98,-,98,1,2012,11,3
22,Taylor Swift,44,-,44,1,2012,11,10
I Almost Do,Taylor Swift,65,-,65,1,2012,11,10
Everything Has Changed,Taylor Swift Featuring Ed Sheeran,67,-,67,1,2012,11,10
Poetic Justice,Kendrick Lamar Featuring Drake,76,-,76,1,2012,11,10
All Too Well,Taylor Swift,80,-,80,1,2012,11,10
Stay Stay Stay,Taylor Swift,91,-,91,1,2012,11,10
Fade Into You,Sam Palladio & Clare Bowen,92,-,92,1,2012,11,10
m.A.A.d City,Kendrick Lamar Featuring MC Eiht,94,-,94,1,2012,11,10
Young & Gettin' It,Meek Mill Featuring Kirko Bangz,95,-,95,1,2012,11,10
Better Dig Two,The Band Perry,53,-,53,1,2012,11,17
F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",73,-,73,1,2012,11,17
Don't Judge Me,Chris Brown,95,-,95,1,2012,11,17
Wicked Games,The Weeknd,96,-,96,1,2012,11,17
Don't Rush,Kelly Clarkson Featuring Vince Gill,97,-,97,1,2012,11,17
If I Didn't Have You,Thompson Square,98,-,98,1,2012,11,17
Tip It On Back,Dierks Bentley,99,-,99,1,2012,11,17
Rest Of My Life,Ludacris Featuring Usher & David Guetta,72,-,72,1,2012,11,24
The Only Way I Know,Jason Aldean With Luke Bryan & Eric Church,93,-,93,1,2012,11,24
I Found You,The Wanted,95,-,95,1,2012,11,24
Tornado,Little Big Town,97,-,97,1,2012,11,24
Little Things,One Direction,41,-,41,1,2012,12,1
A Thousand Years (Part 2),Christina Perri Featuring Steve Kazee,67,-,67,1,2012,12,1
Just A Fool,Christina Aguilera With Blake Shelton,92,-,92,1,2012,12,1
Kiss You,One Direction,95,-,95,1,2012,12,1
I'm Different,2 Chainz,98,-,98,1,2012,12,1
Over You,Cassadee Pope,25,-,25,1,2012,12,8
Seven Nation Army,Melanie Martinez,86,-,86,1,2012,12,8
Give It All We Got Tonight,George Strait,94,-,94,1,2012,12,8
Stars,Grace Potter & The Nocturnals,95,-,95,1,2012,12,8
Stars,Amanda Brown,97,-,97,1,2012,12,8
Remember You,Wiz Khalifa Featuring The Weeknd,98,-,98,1,2012,12,8
Somebody's Heartbreak,Hunter Hayes,100,-,100,1,2012,12,8
Scream & Shout,will.i.am & Britney Spears,12,-,12,1,2012,12,15
My Life,50 Cent Featuring Eminem & Adam Levine,27,-,27,1,2012,12,15
Too Close,Melanie Martinez,94,-,94,1,2012,12,15
Are You Happy Now?,Cassadee Pope,95,-,95,1,2012,12,15
One Of Those Nights,Tim McGraw,96,-,96,1,2012,12,15
Representin',Ludacris Featuring Kelly Rowland,97,-,97,1,2012,12,15
Oath,Cher Lloyd Featuring Becky G,99,-,99,1,2012,12,15
Love And War,Tamar Braxton,57,-,57,1,2012,12,22
When I Was Your Man,Bruno Mars,69,-,69,1,2012,12,22
Daylight,Maroon 5,77,-,77,1,2012,12,22
I Want To Know What Love Is,Terry McDermott,84,-,84,1,2012,12,22
Stubborn Love,The Lumineers,85,-,85,1,2012,12,22
Let It Go,Wiz Khalifa Featuring Akon,87,-,87,1,2012,12,22
Somewhere Over The Rainbow,Nicholas David,96,-,96,1,2012,12,22
Neva End,Future,99,-,99,1,2012,12,22
Stupid Boy,Cassadee Pope,40,-,40,1,2012,12,29
Let It Be,Terry McDermott,70,-,70,1,2012,12,29
Love Sosa,Chief Keef,82,-,82,1,2012,12,29
Merry Go 'round,Kacey Musgraves,88,-,88,1,2012,12,29
Guap,Big Sean,89,-,89,1,2012,12,29
Two Black Cadillacs,Carrie Underwood,90,-,90,1,2012,12,29
Who Booty,Jonn Hart Featuring IamSU!,93,-,93,1,2012,12,29
All Gold Everything,Trinidad James,96,-,96,1,2012,12,29
Cry,Cassadee Pope,60,-,60,1,2013,1,5
King Wizard,Kid Cudi,95,-,95,1,2013,1,5
C'mon,Ke$ha,99,-,99,1,2013,1,5
Crying On A Suitcase,Casey James,100,-,100,1,2013,1,5
I Dreamed A Dream,Anne Hathaway,69,-,69,1,2013,1,12
Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,93,-,93,1,2013,1,12
Bellas Finals: Price Tag / Don't You (Forget About Me)...,The Barden Bellas,96,-,96,1,2013,1,12
Rock Me,One Direction,98,-,98,1,2013,1,12
Pour It Up,Rihanna,90,-,90,1,2013,1,19
I Drive Your Truck,Lee Brice,91,-,91,1,2013,1,19
Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,"The Barden Bellas, The Treblemakers & The BU Harmonics",93,-,93,1,2013,1,19
On My Own,Samantha Barks,97,-,97,1,2013,1,19
Carry On,fun.,100,-,100,1,2013,1,19
Sure Be Cool If You Did,Blake Shelton,44,-,44,1,2013,1,26
The Moment I Knew,Taylor Swift,64,-,64,1,2013,1,26
If I Lose Myself,OneRepublic,74,-,74,1,2013,1,26
Suit & Tie,Justin Timberlake Featuring JAY Z,84,-,84,1,2013,1,26
We Still In This B****,B.o.B Featuring T.I. & Juicy J,95,-,95,1,2013,1,26
Demons,Imagine Dragons,99,-,99,1,2013,1,26
"Bitch, Don't Kill My Vibe",Kendrick Lamar,100,-,100,1,2013,1,26
Love Me,Lil Wayne Featuring Drake & Future,53,-,53,1,2013,2,2
Wild For The Night,A$AP Rocky Featuring Skrillex,82,-,82,1,2013,2,2
Long Live A$AP,A$AP Rocky,86,-,86,1,2013,2,2
Troublemaker,Olly Murs Featuring Flo Rida,87,-,87,1,2013,2,2
Wagon Wheel,Darius Rucker,96,-,96,1,2013,2,2
Dope,Tyga Featuring Rick Ross,68,-,68,1,2013,2,9
Mama's Broken Heart,Miranda Lambert,89,-,89,1,2013,2,9
Bad Ass,Kid Ink Featuring Meek Mill & Wale,90,-,90,1,2013,2,9
Get Your Shine On,Florida Georgia Line,96,-,96,1,2013,2,9
Let There Be Cowgirls,Chris Cagle,97,-,97,1,2013,2,9
Feel This Moment,Pitbull Featuring Christina Aguilera,99,-,99,1,2013,2,9
Nothing Like Us,Justin Bieber,59,-,59,1,2013,2,16
Yolo,The Lonely Island Featuring Adam Levine & Kendrick Lamar,60,-,60,1,2013,2,16
I Love It,Icona Pop Featuring Charli XCX,69,-,69,1,2013,2,16
Let Me Love You (Until You Learn To Love Yourself),Glee Cast,91,-,91,1,2013,2,16
Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,97,-,97,1,2013,2,16
As Long As You Love Me (Acoustic),Justin Bieber,98,-,98,1,2013,2,16
Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert,99,-,99,1,2013,2,16
Loveeeeeee Song,Rihanna Featuring Future,100,-,100,1,2013,2,16
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,26,-,26,1,2013,2,23
Downtown,Lady Antebellum,45,-,45,1,2013,2,23
Stay,Rihanna Featuring Mikky Ekko,57,-,57,1,2013,2,23
Highway Don't Care,Tim McGraw With Taylor Swift,59,-,59,1,2013,2,23
Started From The Bottom,Drake,63,-,63,1,2013,2,23
Pirate Flag,Kenny Chesney,68,-,68,1,2013,2,23
R.I.P.,Young Jeezy Featuring 2 Chainz,69,-,69,1,2013,2,23
I Can Take It From There,Chris Young,97,-,97,1,2013,2,23
Bad,Wale Featuring Tiara Thomas Or Rihanna,99,-,99,1,2013,2,23
Harlem Shake,Baauer,1,-,1,1,2013,3,2
Mirrors,Justin Timberlake,24,-,24,1,2013,3,2
One Way Or Another (Teenage Kicks),One Direction,45,-,45,1,2013,3,2
Bugatti,Ace Hood Featuring Future & Rick Ross,77,-,77,1,2013,3,2
Just Give Me A Reason,P!nk Featuring Nate Ruess,84,-,84,1,2013,3,2
Power Trip,J. Cole Featuring Miguel,91,-,91,1,2013,3,2
She Don't Put It Down,Joe Budden Featuring Lil Wayne & Tank,96,-,96,1,2013,3,2
Alive,Krewella,99,-,99,1,2013,3,2
Hold On,Alabama Shakes,100,-,100,1,2013,3,2
Hey Porsche,Nelly,42,-,42,1,2013,3,9
As Your Friend,Afrojack Featuring Chris Brown,88,-,88,1,2013,3,9
Next To Me,Emeli Sande,89,-,89,1,2013,3,9
Like Jesus Does,Eric Church,99,-,99,1,2013,3,9
Karate Chop (Remix),Future Featuring Lil Wayne,100,-,100,1,2013,3,9
Heart Attack,Demi Lovato,12,-,12,1,2013,3,16
Gold,Britt Nicole,90,-,90,1,2013,3,16
It's A Beautiful Day,Michael Buble,94,-,94,1,2013,3,16
More Than Miles,Brantley Gilbert,98,-,98,1,2013,3,16
Levitate,Hadouken!,99,-,99,1,2013,3,16
Buzzkill,Luke Bryan,74,-,74,1,2013,3,23
Kisses Down Low,Kelly Rowland,96,-,96,1,2013,3,23
Beat This Summer,Brad Paisley,97,-,97,1,2013,3,23
Show Out,Juicy J Featuring Big Sean & Young Jeezy,98,-,98,1,2013,3,23
"Gone, Gone, Gone",Phillip Phillips,100,-,100,1,2013,3,23
Freaks,French Montana Featuring Nicki Minaj,77,-,77,1,2013,3,30
DONE.,The Band Perry,87,-,87,1,2013,3,30
So Many Girls,"DJ Drama Featuring Wale, Tyga & Roscoe Dash",90,-,90,1,2013,3,30
1994,Jason Aldean,93,-,93,1,2013,3,30
#thatPOWER,will.i.am Featuring Justin Bieber,42,-,42,1,2013,4,6
Pusher Love Girl,Justin Timberlake,64,-,64,1,2013,4,6
Molly,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",66,-,66,1,2013,4,6
Rich As F**k,Lil Wayne Featuring 2 Chainz,78,-,78,1,2013,4,6
Wop,J. Dash,82,-,82,1,2013,4,6
Clarity,Zedd Featuring Foxes,86,-,86,1,2013,4,6
Anywhere With You,Jake Owen,92,-,92,1,2013,4,6
Hey Pretty Girl,Kip Moore,97,-,97,1,2013,4,6
The Way,Ariana Grande Featuring Mac Miller,10,-,10,1,2013,4,13
Boys 'round Here,Blake Shelton Featuring Pistol Annies & Friends,67,-,67,1,2013,4,13
The Phoenix,Fall Out Boy,80,-,80,1,2013,4,13
Lego House,Ed Sheeran,98,-,98,1,2013,4,13
Fine China,Chris Brown,52,-,52,1,2013,4,20
Pom Poms,Jonas Brothers,60,-,60,1,2013,4,20
High School,Nicki Minaj Featuring Lil Wayne,83,-,83,1,2013,4,20
Wings,Little Mix,98,-,98,1,2013,4,20
Gentleman,PSY,12,-,12,1,2013,4,27
Crash My Party,Luke Bryan,18,-,18,1,2013,4,27
I Want Crazy,Hunter Hayes,43,-,43,1,2013,4,27
Come & Get It,Selena Gomez,45,-,45,1,2013,4,27
I Hit It First,Ray J Featuring Bobby Brackins,51,-,51,1,2013,4,27
Here's To Never Growing Up,Avril Lavigne,52,-,52,1,2013,4,27
Accidental Racist,Brad Paisley Featuring LL Cool J,77,-,77,1,2013,4,27
Still Into You,Paramore,83,-,83,1,2013,4,27
Just Keep Breathing,WE the Kings,92,-,92,1,2013,4,27
See You Tonight,Scotty McCreery,94,-,94,1,2013,4,27
Ready,Fabolous Featuring Chris Brown,97,-,97,1,2013,4,27
U.O.E.N.O.,Rocko Featuring Future & Rick Ross,99,-,99,1,2013,4,27
Get Lucky,Daft Punk Featuring Pharrell Williams,19,-,19,1,2013,5,4
Fall Down,will.i.am Featuring Miley Cyrus,58,-,58,1,2013,5,4
The Other Side,Jason Derulo,75,-,75,1,2013,5,4
I Need Your Love,Calvin Harris Featuring Ellie Goulding,76,-,76,1,2013,5,4
How Many Drinks?,Miguel,88,-,88,1,2013,5,4
Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,94,-,94,1,2013,5,4
Beat It,Sean Kingston Featuring Chris Brown & Wiz Khalifa,98,-,98,1,2013,5,4
Body Party,Ciara,35,-,35,1,2013,5,11
No New Friends (SFTB Remix),"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",55,-,55,1,2013,5,11
Brave,Sara Bareilles,61,-,61,1,2013,5,11
Young And Beautiful,Lana Del Rey,82,-,82,1,2013,5,11
Memories Back Then,"Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens",88,-,88,1,2013,5,11
Jump Right In,Zac Brown Band,99,-,99,1,2013,5,11
Hey Girl,Billy Currington,75,-,75,1,2013,5,18
See You Again,Carrie Underwood,90,-,90,1,2013,5,18
Sexy People (The Fiat Song),Arianna Featuring Pitbull,97,-,97,1,2013,5,18
Safe And Sound,Capital Cities,99,-,99,1,2013,5,18
#Beautiful,Mariah Carey Featuring Miguel,24,-,24,1,2013,5,25
Live It Up,Jennifer Lopez Featuring Pitbull,73,-,73,1,2013,5,25
Can't Shake You,Gloriana,83,-,83,1,2013,5,25
Tonight I'm Getting Over You,Carly Rae Jepsen Featuring Nicki Minaj,90,-,90,1,2013,5,25
Runnin' Outta Moonlight,Randy Houser,91,-,91,1,2013,5,25
Maybe It Was Memphis,Danielle Bradbery,92,-,92,1,2013,5,25
All Over The Road,Easton Corbin,98,-,98,1,2013,5,25
Tapout,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",100,-,100,1,2013,5,25
Treasure,Bruno Mars,71,-,71,1,2013,6,1
A Little Party Never Killed Nobody (All We Got),"Fergie, Q-Tip & GoonRock",77,-,77,1,2013,6,1
I Am Beautiful,Candice Glover,93,-,93,1,2013,6,1
Little Bit Of Everything,Keith Urban,94,-,94,1,2013,6,1
Really Don't Care,Demi Lovato Featuring Cher Lloyd,98,-,98,1,2013,6,1
People Like Us,Kelly Clarkson,99,-,99,1,2013,6,1
Clouds,Zach Sobiech,26,-,26,1,2013,6,8
Love Somebody,Maroon 5,54,-,54,1,2013,6,8
We Own It (Fast & Furious),2 Chainz & Wiz Khalifa,61,-,61,1,2013,6,8
HeadBand,B.o.B Featuring 2 Chainz,65,-,65,1,2013,6,8
Play Hard,David Guetta Featuring Ne-Yo & Akon,76,-,76,1,2013,6,8
Beneath Your Beautiful,Labrinth Featuring Emeli Sande,88,-,88,1,2013,6,8
"Heads Carolina, Tails California",Danielle Bradbery,91,-,91,1,2013,6,8
Wit Me,T.I. Featuring Lil Wayne,92,-,92,1,2013,6,8
Don't Ya,Brett Eldredge,95,-,95,1,2013,6,8
Work,A$AP Ferg,100,-,100,1,2013,6,8
Crazy Kids,Ke$ha Featuring will.i.am Or Juicy J,59,-,59,1,2013,6,15
Grandpa (Tell Me 'Bout The Good Old Days),Danielle Bradbery,89,-,89,1,2013,6,15
Redneck Crazy,Tyler Farr,95,-,95,1,2013,6,15
Point At You,Justin Moore,97,-,97,1,2013,6,15
We Can't Stop,Miley Cyrus,11,-,11,1,2013,6,22
Wasting All These Tears,Cassadee Pope,37,-,37,1,2013,6,22
Slow Down,Selena Gomez,70,-,70,1,2013,6,22
I Knew You Were Trouble,Michelle Chamuel,85,-,85,1,2013,6,22
Sweater Weather,The Neighbourhood,98,-,98,1,2013,6,22
Danny's Song,The Swon Brothers,66,-,66,1,2013,6,29
What About Love,Austin Mahone,74,-,74,1,2013,6,29
Who I Am,Danielle Bradbery,78,-,78,1,2013,6,29
I Got You,Jack Johnson,88,-,88,1,2013,6,29
Round Here,Florida Georgia Line,89,-,89,1,2013,6,29
Turn The Page,The Swon Brothers,90,-,90,1,2013,6,29
Please Remember Me,Danielle Bradbery,91,-,91,1,2013,6,29
Sad,Amber Carrington,92,-,92,1,2013,6,29
It Goes Like This,Thomas Rhett,96,-,96,1,2013,6,29
Bubble Butt,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",97,-,97,1,2013,6,29
Counting Stars,OneRepublic,32,-,32,1,2013,7,6
New Slaves,Kanye West,56,-,56,1,2013,7,6
Black Skinhead,Kanye West,69,-,69,1,2013,7,6
Crooked Smile,J. Cole Featuring TLC,74,-,74,1,2013,7,6
Born To Fly,Danielle Bradbery,75,-,75,1,2013,7,6
Paper Doll,John Mayer,77,-,77,1,2013,7,6
Ooh La La,Britney Spears,85,-,85,1,2013,7,6
Right Now,Rihanna Featuring David Guetta,90,-,90,1,2013,7,6
Blood On The Leaves,Kanye West,91,-,91,1,2013,7,6
Why,Michelle Chamuel,92,-,92,1,2013,7,6
Ain't Worried About Nothin,French Montana,97,-,97,1,2013,7,6
One,Usher & Michelle Chamuel,98,-,98,1,2013,7,6
I Can't Tell You Why,The Swon Brothers,99,-,99,1,2013,7,6
Drunk Last Night,Eli Young Band,79,-,79,1,2013,7,13
Wake Me Up!,Avicii,81,-,81,1,2013,7,13
Don't Think They Know,Chris Brown Featuring Aaliyah,87,-,87,1,2013,7,13
Parking Lot Party,Lee Brice,93,-,93,1,2013,7,13
Goodbye Town,Lady Antebellum,98,-,98,1,2013,7,13
Beware,Big Sean Featuring Lil Wayne & Jhene Aiko,100,-,100,1,2013,7,13
I'm Out,Ciara Featuring Nicki Minaj,50,-,50,1,2013,7,20
Feds Watching,2 Chainz Featuring Pharrell,67,-,67,1,2013,7,20
Without Me,Fantasia Featuring Kelly Rowland & Missy Elliott,74,-,74,1,2013,7,20
LoveHate Thing,Wale Featuring Sam Dew,89,-,89,1,2013,7,20
Royals,Lorde,90,-,90,1,2013,7,20
Easy,Sheryl Crow,99,-,99,1,2013,7,20
Live For The Night,Krewella,100,-,100,1,2013,7,20
Holy Grail,Jay Z Featuring Justin Timberlake,8,-,8,1,2013,7,27
Tom Ford,JAY-Z,39,-,39,1,2013,7,27
Take Back The Night,Justin Timberlake,47,-,47,1,2013,7,27
F*ckwithmeyouknowigotit,Jay Z Featuring Rick Ross,64,-,64,1,2013,7,27
Summertime Sadness,Lana Del Rey & Cedric Gervais,72,-,72,1,2013,7,27
Part II (On The Run),Jay Z Featuring Beyonce,81,-,81,1,2013,7,27
Oceans,Jay Z Featuring Frank Ocean,83,-,83,1,2013,7,27
Don't Drop That Thun Thun!,The FiNATTiCZ,88,-,88,1,2013,7,27
Picasso Baby,JAY-Z,91,-,91,1,2013,7,27
Acapella,Karmin,98,-,98,1,2013,7,27
Crown,JAY-Z,100,-,100,1,2013,7,27
The Heart Of Dixie,Danielle Bradbery,58,-,58,1,2013,8,3
Red Nose,Sage The Gemini,62,-,62,1,2013,8,3
Miss Jackson,Panic! At The Disco Featuring Lolo,68,-,68,1,2013,8,3
Made In The USA,Demi Lovato,80,-,80,1,2013,8,3
Hail To The King,Avenged Sevenfold,83,-,83,1,2013,8,3
Miss Movin' On,Fifth Harmony,85,-,85,1,2013,8,3
Wildfire,John Mayer,91,-,91,1,2013,8,3
Aw Naw,Chris Young,97,-,97,1,2013,8,3
Type Of Way,Rich Homie Quan,98,-,98,1,2013,8,3
Best Song Ever,One Direction,2,-,2,1,2013,8,10
Baby I,Ariana Grande,21,-,21,1,2013,8,10
Burn,Ellie Goulding,53,-,53,1,2013,8,10
Love More,Chris Brown Featuring Nicki Minaj,56,-,56,1,2013,8,10
Gas Pedal,Sage The Gemini Featuring IamSu!,58,-,58,1,2013,8,10
Cruisin' For A Bruisin',"Ross Lynch, Grace Phipps And Jason Evigan",82,-,82,1,2013,8,10
Vivir Mi Vida,Marc Anthony,92,-,92,1,2013,8,10
When I See This Bar,Kenny Chesney,97,-,97,1,2013,8,10
Chloe (You're The One I Want),Emblem3,98,-,98,1,2013,8,10
Southern Girl,Tim McGraw,100,-,100,1,2013,8,10
Turn The Night Up,Enrique Iglesias,62,-,62,1,2013,8,17
True Love,P!nk Featuring Lily Allen,85,-,85,1,2013,8,17
Let Her Go,Passenger,95,-,95,1,2013,8,17
Mine Would Be You,Blake Shelton,100,-,100,1,2013,8,17
"Hold On, We're Going Home",Drake Featuring Majid Jordan,21,-,21,1,2013,8,24
Hopeless Wanderer,Mumford & Sons,59,-,59,1,2013,8,24
Right There,Ariana Grande Featuring Big Sean,84,-,84,1,2013,8,24
Roar,Katy Perry,85,-,85,1,2013,8,24
Applause,Lady Gaga,6,-,6,1,2013,8,31
That's My Kind Of Night,Luke Bryan,16,-,16,1,2013,8,31
This Is Gospel,Panic! At The Disco,87,-,87,1,2013,8,31
We Own The Night,The Wanted,94,-,94,1,2013,8,31
Pompeii,Bastille,95,-,95,1,2013,8,31
Your Side Of The Bed,Little Big Town,96,-,96,1,2013,8,31
Bruises,Train Featuring Ashley Monroe,97,-,97,1,2013,8,31
Wrecking Ball,Miley Cyrus,50,-,50,1,2013,9,7
Replay,Zendaya,77,-,77,1,2013,9,7
Darte Un Beso,Prince Royce,78,-,78,1,2013,9,7
Give It 2 U,Robin Thicke Featuring Kendrick Lamar,83,-,83,1,2013,9,7
Almost Is Never Enough,Ariana Grande & Nathan Sykes,84,-,84,1,2013,9,7
Helluva Night,Ludacris,96,-,96,1,2013,9,7
American Girl,Bonnie McKee,100,-,100,1,2013,9,7
Berzerk,Eminem,3,-,3,1,2013,9,14
Oh Sweet Lorraine,Green Shoe Studio Featuring Jacob Colgan & Fred Stobaugh,42,-,42,1,2013,9,14
Gorilla,Bruno Mars,60,-,60,1,2013,9,14
Loco,Enrique Iglesias Featuring Romeo Santos,87,-,87,1,2013,9,14
Rock N Roll,Avril Lavigne,91,-,91,1,2013,9,14
Bounce It,Juicy J Featuring Wale & Trey Songz,96,-,96,1,2013,9,14
Sunny And 75,Joe Nichols,98,-,98,1,2013,9,14
The Fox,Ylvis,29,-,29,1,2013,9,21
Atlas,Coldplay,75,-,75,1,2013,9,21
I Luv This Sh*t,August Alsina Featuring Trinidad James,85,-,85,1,2013,9,21
Popular Song,MIKA Featuring Ariana Grande,87,-,87,1,2013,9,21
All Of Me,John Legend,97,-,97,1,2013,9,21
Versace,Migos,99,-,99,1,2013,9,21
Act Right,Yo Gotti Featuring Jeezy & YG,100,-,100,1,2013,9,21
Stay The Night,Zedd Featuring Hayley Williams,51,-,51,1,2013,9,28
23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",70,-,70,1,2013,9,28
Honest,Future,75,-,75,1,2013,9,28
Propuesta Indecente,Romeo Santos,79,-,79,1,2013,9,28
We Were Us,Keith Urban And Miranda Lambert,80,-,80,1,2013,9,28
Wu-Tang Forever,Drake,88,-,88,1,2013,9,28
I Do It,2 Chainz Featuring Drake & Lil Wayne,94,-,94,1,2013,9,28
Outta My Head,Craig Campbell,96,-,96,1,2013,9,28
Could It Be,Charlie Worsham,97,-,97,1,2013,9,28
Reflektor,Arcade Fire,99,-,99,1,2013,9,28
Work B**ch!,Britney Spears,12,-,12,1,2013,10,5
Dark Horse,Katy Perry Featuring Juicy J,17,-,17,1,2013,10,5
Lolly,Maejor Ali Featuring Juicy J & Justin Bieber,19,-,19,1,2013,10,5
TKO,Justin Timberlake,54,-,54,1,2013,10,5
A Light That Never Comes,Linkin Park X Steve Aoki,65,-,65,1,2013,10,5
Waiting For Superman,Daughtry,70,-,70,1,2013,10,5
Monster,Imagine Dragons,78,-,78,1,2013,10,5
Show Me,Kid Ink Featuring Chris Brown,82,-,82,1,2013,10,5
You Make Me,Avicii,85,-,85,1,2013,10,5
Animals,Martin Garrix,86,-,86,1,2013,10,5
Best I Ever Had,Gavin DeGraw,88,-,88,1,2013,10,5
Carolina,Parmalee,93,-,93,1,2013,10,5
This Is What It Feels Like,Armin van Buuren Featuring Trevor Guthrie,96,-,96,1,2013,10,5
White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,100,-,100,1,2013,10,5
All Me,Drake Featuring 2 Chainz & Big Sean,20,-,20,1,2013,10,12
The Language,Drake,51,-,51,1,2013,10,12
Furthest Thing,Drake,56,-,56,1,2013,10,12
Too Much,Drake,64,-,64,1,2013,10,12
Pound Cake / Paris Morton Music 2,Drake Featuring JAY-Z,65,-,65,1,2013,10,12
From Time,Drake Featuring Jhene Aiko,67,-,67,1,2013,10,12
Own It,Drake,78,-,78,1,2013,10,12
