year,title,artist,peak_pos,last_pos,weeks,rank,change,spotify_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
2016,I Know Somebody,locash,52,82,11,92,-10,7IRar8jTj26iBSeMzs2Fr8,0.921,0.123,177.93,0.0411,0.0854,0,4,0.461,1,200773,-3.343,0.62,1
2016,I Know What You Did Last Summer,shawn mendes,20,88,20,86,2,2GyA33q5rti5IxkMQemRDH,0.774,0.148,114.043,0.0944,0.112,0,4,0.695,9,223853,-4.543,0.744,0
2003,I Know What You Want,busta rhymes,3,39,24,48,-9,440JHgcmlgu65MbKBg20ba,0.751,0.636,85.789,0.317,0.0141,0,4,0.563,6,324307,-4.325,0.487,1
2006,I Know You See It,yung joc,17,44,20,59,-15,6giYNaycmjkbf7UmZ6RGtL,0.368,0.192,84.018,0.0524,0.0702,0,4,0.744,1,241307,-6.349,0.391,1
2009,I Know You Want Me (Calle Ocho),pitbull,2,45,35,43,2,5RzFJd6W40SDTyZkX6xx45,0.731,0.131,127.076,0.159,0.0133,1.94E-05,4,0.82,9,237120,-6.02,0.793,1
2000,I Learned From The Best,whitney houston,27,73,11,82,-9,3wACjmQo7ZkRNMLfZXndFB,0.563,0.156,148.949,0.0328,0.0109,7.76E-06,4,0.609,5,259533,-6.284,0.306,0
2011,I Like How It Feels,enrique iglesias,74,74,3,93,-19,3sLBdi6Wa1qHLANpVOGiZO,0.858,0.163,127.997,0.103,0.0111,0,4,0.593,9,219664,-3.749,0.734,1
2018,I Like It,"Cardi B, Bad Bunny & J Balvin",3,3,10,3,0,3WqlVthQsYOCwcRXh35uL0,0.691,0.115,136.005,0.137,0.107,0,4,0.872,5,255373,-6.603,0.77,0
2011,I Like It,enrique iglesias,4,48,38,50,-2,4nVyHATevhl5RC6Qmoko5H,0.935,0.0653,129.048,0.107,0.0253,0,4,0.659,10,231787,-2.739,0.73,0
2000,I Like It,sammie,24,91,20,89,2,0IvTGWbNnCiUi9IOF7ye3F,0.656,0.0272,129.963,0.0617,0.0101,0.000113,4,0.826,9,251040,-8.529,0.852,1
2012,I Like It Like That,hot chelle rae,28,38,20,44,-6,6eFahAdQgABBj1XOM99cBG,0.784,0.354,101.002,0.0552,0.0308,0,4,0.742,1,188200,-5.458,0.65,1
2018,I Like Me Better,Lauv,46,53,18,46,7,1wjzFQodRWrPcQ0AnYnvQ9,0.505,0.104,91.97,0.253,0.535,2.55E-06,4,0.752,9,197437,-7.621,0.419,1
2004,I Like That,houston,11,48,20,55,-7,0DRAmZDhhG5K2U70daPhbx,0.441,0.2,106.892,0.0926,0.0203,0,4,0.806,10,237893,-5.137,0.382,0
2016,I Like The Sound Of That,rascal flatts,52,97,16,95,2,6KCUliK0a3lHcMiGaqNdHR,0.807,0.18,89.967,0.0373,0.288,0,4,0.609,0,210000,-5.603,0.534,1
2008,I Like The Way She Do It,g unit,95,0,1,95,New,3c1fI9dVeR0nKFkOYh3Sj0,0.813,0.264,124.664,0.303,0.00773,0,5,0.671,7,232600,-5.323,0.323,1
2001,I Like Them Girls,tyrese,48,91,19,97,-6,3NJQ1KdbMLE1CEEVNjs9IO,0.854,0.319,90.006,0.0539,0.00503,9.31E-05,4,0.77,1,264093,-0.949,0.807,0
2015,I Lived,onerepublic,32,89,17,92,-3,7D49Iig0avHre9RFSUMkd2,0.85,0.26,119.985,0.0452,0.0728,0,4,0.596,9,234547,-5.402,0.386,1
2018,I Lived It,Blake Shelton,64,76,15,76,0,5slddJ629YcePvqD6Uyk8r,0.571,0.101,80.981,0.0281,0.476,0.00114,4,0.557,10,219600,-8.106,0.392,1
2010,I Look To You,glee cast,74,0,1,74,New,1bufAJtv0Ht1IxuwmveJAa,0.423,0.0663,101.617,0.0291,0.761,3.86E-05,4,0.465,6,264947,-7.032,0.0872,1
2009,I Look To You,whitney houston,70,88,6,83,5,7Db5oAf0ywM1McUwDknXt0,0.256,0.3,83.093,0.0275,0.787,0,4,0.535,4,219707,-11.555,0.36,1
2001,I Lost It,kenny chesney,34,89,20,92,-3,2k6ahrUpg8CbeTjLocMQJ4,0.429,0.0708,138.884,0.028,0.23,0,4,0.584,3,234160,-9.289,0.355,1
2009,I Love College,asher roth,12,90,17,90,0,1akgiRM3mN2nxu2AX6ACCW,0.815,0.326,86.493,0.25,0.107,0,4,0.708,8,241933,-4.044,0.657,1
2013,I Love It,icona pop,7,34,29,51,-17,3VZQshi4COChhXaz7cLP02,0.905,0.146,125.927,0.0289,0.00855,2.55E-05,4,0.714,8,155337,-2.663,0.838,1
2006,I Love My B****,busta rhymes,41,68,12,72,-4,3oSvnVnypxfxRHVHawpwQu,0.821,0.0496,193.905,0.316,0.0302,0,4,0.627,0,227667,-5.881,0.748,0
2011,"I Love New York / New York, New York",glee cast,81,0,1,81,New,7aNjLEpbxKWio1jEnvunDQ,0.717,0.406,140.949,0.0362,0.016,0,4,0.585,6,164933,-5.422,0.282,0
2004,I Love This Bar,toby keith,26,56,20,51,5,2EZWdLnLPwL97JcfNlBoM1,0.854,0.356,115.048,0.0455,0.0404,0.0142,4,0.605,2,333453,-5.313,0.489,1
2016,I Love This Life,locash,56,99,18,99,0,1kneRrMfS08JwuqKwnX4fl,0.917,0.144,112.03,0.0541,0.0164,1.23E-06,4,0.592,2,208867,-3.057,0.572,1
2003,I Love You,dru hill,77,96,13,99,-3,6gTQ91lrQ2QIZ7IwPv4Go8,0.697,0.507,123.995,0.0522,0.366,0,4,0.57,11,313547,-7.303,0.545,0
2002,I Love You,faith evans,14,53,21,49,4,6gsmFgUiSTuinJlScwFODv,0.757,0.234,168.004,0.0926,0.00981,0,4,0.489,11,267160,-4.062,0.567,0
2000,I Love You,martina mcbride,24,66,20,71,-5,2WNNMbA9vD52uU3N0iNBfc,0.586,0.132,106.754,0.0254,0.0338,0,4,0.687,0,172293,-5.991,0.732,1
2011,I Love You This Big,scotty mccreery,11,83,16,94,-11,3wtKovRRtvu6wbTjeKA26Q,0.683,0.113,83.985,0.0305,0.0809,0.00019,4,0.527,9,246120,-6.175,0.369,1
2004,I Love You This Much,jimmy wayne,53,96,15,100,-4,2xp1Vqov2s6EofvF3NyMkn,0.462,0.145,61.698,0.0304,0.352,0,3,0.283,2,247373,-4.959,0.197,1
2007,I Loved Her First,heartland,34,87,20,90,-3,0fZq48okuWkpAgjsWogAJ4,0.391,0.175,137.031,0.0262,0.295,0,3,0.423,4,212013,-6.517,0.166,1
2014,I Luh Ya Papi,jennifer lopez,77,98,2,77,21,1J6Lsb4mWc0ipWeHuNOb0y,0.735,0.118,95.918,0.407,0.454,0,4,0.74,8,206963,-6.304,0.604,1
2007,I Luv It,young jeezy,14,84,15,96,-12,7qFxSPDUDMQNGBqTvK4aEj,0.783,0.384,90.998,0.0372,0.00105,0,4,0.64,2,240613,-6.575,0.17,1
2013,I Luv This Sh*t,august alsina,48,54,10,59,-5,0lqcGN4cIFe1jyD9hxlBtI,0.596,0.254,124.082,0.364,0.00522,1.05E-06,4,0.484,1,267587,-6.678,0.37,0
2008,I Luv Your Girl,the-dream,20,38,20,49,-11,3wkNK8tJZ2stygNJm8RCRD,0.322,0.125,89.958,0.0386,0.017,0,4,0.686,8,267867,-9.829,0.0396,1
2010,I Made It (Cash Money Heroes),kevin rudolf,21,35,20,36,-1,6H2wnX7ytNeCKERIVqCwgs,0.944,0.345,124.224,0.184,0.0481,0,5,0.4,7,249547,-2.902,0.574,1
2005,I May Hate Myself In The Morning,lee ann womack,66,84,13,98,-14,6dWGSm15Vj6m7qLKEO85ZN,0.449,0.0784,173.861,0.0289,0.218,5.67E-05,4,0.44,1,272867,-9.966,0.302,1
2015,I Mean It,g-eazy,98,98,4,99,-1,3r3IydiFlCmsgY9B9L3o6Y,0.577,0.134,139.97,0.119,0.135,0,4,0.719,10,236453,-5.966,0.135,1
2004,I Melt,rascal flatts,34,78,20,81,-3,5uwqDGI4VS9vi92HI3bYMI,0.656,0.338,140.113,0.0267,0.274,0.000112,4,0.57,9,234480,-4.352,0.29,1
2016,I Met A Girl,william michael morgan,60,78,9,94,-16,0pgDGl7cwvwRPxWOlUcJie,0.533,0.122,83.955,0.0289,0.117,0.00145,4,0.546,2,201307,-10.158,0.359,1
2002,I Miss My Friend,darryl worley,28,77,20,78,-1,0qnoS5hMZMphvKWi0D2LQh,0.468,0.0858,140.058,0.0254,0.161,3.73E-05,4,0.56,4,242927,-7.81,0.43,1
2004,I Miss You,blink-182,42,90,20,95,-5,5dhQCqONiQji7k4RkhIcjq,0.774,0.0835,109.997,0.0341,0.00132,6.98E-06,4,0.653,11,227253,-6.366,0.611,1
2002,I Miss You,dmx,86,89,7,99,-10,3DwoQNhaFD3mCKh93w2MHH,0.71,0.106,90.568,0.194,0.142,0,4,0.725,6,280867,-5.172,0.566,1
2011,I Need A Doctor,dr. dre,4,71,20,80,-9,70ATm56tH7OrQ1zurYssz0,0.934,0.348,155.968,0.437,0.0996,1.81E-06,4,0.591,3,283733,-4.389,0.452,1
2009,I Need A Girl,trey songz,59,86,16,96,-10,2J56xal7OfAlClcJymx8p4,0.785,0.19,84.038,0.0578,0.245,0,4,0.602,7,214480,-6.129,0.565,1
2002,I Need A Girl (Part One),p. diddy,2,33,23,47,-14,6Wt5QBzHp9vdSLAFlvdnDQ,0.471,0.0308,199.765,0.483,0.421,0,4,0.713,1,285587,-7.392,0.781,0
2002,I Need A Girl (Part Two),p. diddy,4,48,26,50,-2,6Wt5QBzHp9vdSLAFlvdnDQ,0.471,0.0308,199.765,0.483,0.421,0,4,0.713,1,285587,-7.392,0.781,0
2000,I Need To Know,marc anthony,3,48,40,48,0,7ffwRz8lZyDOE4Vj58Lo72,0.949,0.112,115.061,0.0336,0.486,9.75E-06,4,0.813,3,227707,-2.563,0.792,0
2000,I Need You,leann rimes,11,30,25,41,-11,2AogRMqARWyUP7VQ3gmSoY,0.834,0.051,97.865,0.0497,0.403,0,4,0.628,6,215507,-6.341,0.626,0
2007,I Need You,tim mcgraw,50,81,16,91,-10,18wDkct4lkK046D6gcCASs,0.596,0.133,79.697,0.03,0.333,0.000164,4,0.541,4,248800,-7.09,0.204,1
2003,I Need You Now,smokie norful,96,100,3,99,1,44q2DhInsQYJ8X1q2H1RNj,0.273,0.152,96.804,0.0309,0.729,0,3,0.339,5,251467,-9.945,0.304,0
2013,I Need Your Love,calvin harris,16,40,25,49,-9,05SBRd4fXgn8FX7bf8BCAE,0.869,0.237,124.989,0.0483,0.41,0,4,0.695,8,234507,-5.066,0.58,1
2015,I Need Your Love,shaggy,66,78,8,92,-14,74Xdx4ezYQQlg8wKswq25T,0.794,0.117,119.956,0.164,0.122,0,3,0.529,5,216667,-3.903,0.543,1
2010,I Never Told You,colbie caillat,48,63,20,67,-4,2rJWnAqSuLMls0KOv416Io,0.64,0.248,144.141,0.0291,0.191,0,4,0.495,3,233200,-5.13,0.338,1
2015,I Put A Spell On You,annie lennox,97,0,1,97,New,2k1FxnHzyWGUT9hNIGFjsE,0.366,0.12,174.014,0.0359,0.442,1.23E-05,3,0.567,2,212047,-8.013,0.299,0
2015,I Really Like You,carly rae jepsen,39,92,20,93,-1,6YhDHby2eVeENKJNa7C2z6,0.828,0.156,122.042,0.0413,0.00557,0.000102,4,0.62,10,205067,-4.685,0.564,1
2008,I Remember,keyshia cole,24,50,20,55,-5,1dObJGQUgJ7tWxJ0byON6W,0.756,0.0894,129.205,0.0462,0.234,0,4,0.549,5,260093,-4.412,0.318,0
2009,I Run To You,lady antebellum,27,40,21,49,-9,2YVCkTYJpv5jelYrHYoEG8,0.786,0.124,113.963,0.034,0.163,5.99E-05,4,0.656,3,256013,-4.451,0.378,1
2008,I Saw God Today,george strait,33,86,20,85,1,7maV3I3KQNYpsOWYTOhGqn,0.578,0.193,148.216,0.0312,0.655,0,4,0.589,3,203200,-6.823,0.377,1
2015,I See You,luke bryan,41,97,19,100,-3,3Z3D2hnbZnveVhTuOifJyt,0.81,0.0464,129.988,0.0363,0.0884,0,4,0.661,6,185987,-3.363,0.722,1
2002,I Should Be Sleeping,emerson drive,35,83,20,89,-6,28CnmZkM5CFp0ObTRQJeCw,0.895,0.0626,164.363,0.147,0.205,0,4,0.496,8,177000,-4.027,0.654,1
2003,I Should Be...,dru hill,25,82,17,98,-16,7qZWCIgHBgjyuUBOnGnD9k,0.761,0.167,121.792,0.0609,0.226,0,4,0.596,1,297587,-4.17,0.481,0
2006,I Should Have Cheated,keyshia cole,30,78,19,99,-21,5tFDgH6do20IXdSoNBAmXK,0.541,0.33,85.595,0.0722,0.248,0,3,0.358,2,327693,-4.237,0.409,0
2011,I Smile,kirk franklin,85,94,18,98,-4,0UQDSP8cz6WmLJckO5jqUQ,0.753,0.705,144.057,0.164,0.223,0,4,0.745,1,307973,-2.408,0.589,1
2005,"I Smoke, I Drank",body head bangerz,81,91,15,89,2,67rUFgFCFqRde4xF2doH7D,0.803,0.0971,84.032,0.152,0.0029,0,4,0.721,9,282227,-6.559,0.387,1
2008,I Still Miss You,keith anderson,48,92,19,99,-7,3aQgDeBNn3ENJs8pheM9NH,0.763,0.0949,156.024,0.0297,0.14,0,4,0.505,3,235907,-5.386,0.446,1
2000,I Think God Can Explain,splender,62,95,12,100,-5,3YW5qaMNCsMnta8L0j1btB,0.729,0.0862,137.232,0.028,0.0129,0,4,0.48,10,236760,-4.398,0.509,1
2000,I Think I'm In Love With You,jessica simpson,21,89,16,96,-7,34PsixEmIceg39NpaYxBsH,0.815,0.233,106.001,0.0576,0.0689,0,4,0.715,9,197693,-5.867,0.804,1
2006,I Think They Like Me,dem franchize boyz,15,50,26,49,1,5a4AQWs84xeEyYUd1iC2Pn,0.625,0.185,83.024,0.373,0.00447,0,4,0.781,7,282093,-9.139,0.679,1
2018,I Thought About Killing You,Kanye West,28,0,1,28,New,6EuE9M1viu9gkdFSafia9o,0.407,0.0541,116.064,0.426,0.822,0,4,0.742,2,274187,-6.938,0.39,1
2002,I Told Y'all,petey pablo,94,94,3,94,0,2T5wKTa1NEkxwXwtxh7xvu,0.828,0.225,193.837,0.455,0.402,0.000221,4,0.708,7,256893,-6.694,0.543,1
2009,I Told You So,carrie underwood,9,87,18,100,-13,3vkoLfBYgOFrtR1vwWt0oQ,0.546,0.122,147.558,0.0285,0.606,0,4,0.369,8,258547,-3.76,0.199,1
2007,I Told You So,keith urban,48,73,16,92,-19,4UTcJuLaHwsPPP1bNnTRDt,0.841,0.0552,105.995,0.0316,0.00788,1.47E-06,4,0.627,1,242760,-5.885,0.73,0
2016,I Took A Pill In Ibiza,mike posner,4,45,37,46,-1,5M2j5k8uS08xE8HnGVgabR,0.309,0.152,147.71,0.0557,0.622,1.54E-06,4,0.67,10,281426,-10.269,0.378,1
2007,I Tried,bone thugs-n-harmony,6,59,18,81,-22,2elA6JLRaQ6iB7hxiuTKN4,0.715,0.109,81.998,0.103,0.0109,0,4,0.73,4,287480,-6.297,0.412,1
2000,I Try,macy gray,5,40,27,46,-6,5TAf4lnZCZTLlZHNZMLFLi,0.642,0.0804,76.403,0.0299,0.313,0.000582,4,0.593,2,239440,-7.284,0.736,1
2000,I Turn To You,christina aguilera,3,43,22,50,-7,4Do68W4FWO2hRAJCzG1lus,0.47,0.111,127.177,0.0376,0.38,0,4,0.599,1,273707,-8.356,0.298,1
2014,I Walk The Line,craig wayne boyd,84,0,1,84,New,0jP7wYL6mCvpAt4mDgVgVK,0.575,0.102,106.133,0.0406,0.711,0.000229,4,0.851,5,163933,-10.474,0.763,1
2009,I Wanna,the all-american rejects,92,95,2,92,3,1aWYAQICESeHj2Xauv1Zfd,0.893,0.382,164.29,0.0439,0.000667,2.52E-05,4,0.435,7,208600,-5.238,0.433,1
2001,I Wanna Be Bad,willa ford,22,83,20,93,-10,6f67kjvFmXZTA47K8JNVBU,0.818,0.216,180.019,0.0647,0.234,1.89E-05,4,0.647,9,183560,-3.47,0.816,0
2000,I Wanna Be With You,mandy moore,24,94,17,99,-5,4du0TY3NTgvQGlelrBHfDL,0.908,0.412,150.031,0.0368,0.0158,1.88E-05,4,0.515,8,252600,-4.632,0.637,1
2012,I Wanna Dance With Somebody (Who Loves Me),whitney houston,1,35,20,25,10,2k1np6GRFvKjgjYfo2g39B,0.824,0.0888,118.814,0.0453,0.207,0.000307,4,0.709,1,291293,-8.824,0.867,1
2004,I Wanna Do It All,terri clark,38,93,20,95,-2,56sAXFMfTagQGl5KOxvdxt,0.892,0.129,132.837,0.0353,0.0778,0,4,0.632,4,173333,-4.722,0.781,1
2011,I Wanna Go,britney spears,7,37,20,43,-6,5cCAZS9VhLGEDV4NCfieeg,0.546,0.332,130.002,0.0414,0.00379,3.80E-06,4,0.696,5,210267,-6.55,0.787,1
2000,I Wanna Know,joe,4,32,44,45,-13,6ctr1K7KzKErxbfGAynL8A,0.485,0.416,136.057,0.0376,0.256,1.35E-05,4,0.724,6,296800,-5.919,0.581,1
2009,I Wanna Know You,hannah montana,74,0,1,74,New,6ftcAmQPmGbk7Gkr5MJe4T,0.769,0.348,84.005,0.0293,0.121,0,4,0.686,5,166893,-3.839,0.825,1
2007,I Wanna Love You,akon,1,41,29,46,-5,4xAk8Lw82G3YoVSOdVAsBx,0.46,0.323,99.98,0.0423,0.0442,0,4,0.866,0,247067,-9.252,0.29,1
2000,I Wanna Love You Forever,jessica simpson,3,42,20,54,-12,5gZEhPrN1VLqTG1nIAXeNK,0.666,0.136,104.042,0.0244,0.156,0,4,0.59,4,263800,-4.047,0.0743,0
2009,I Wanna Make You Close Your Eyes,dierks bentley,52,60,20,57,3,0V6Na986SNXm1CpreVF56E,0.61,0.115,95.979,0.0232,0.104,4.83E-05,4,0.599,1,239160,-5.745,0.359,1
2010,I Wanna Rock,snoop dogg,41,0,15,89,Re-Entry,3BxwPsZI8t3OArt0Yzh8rZ,0.848,0.284,118.353,0.293,0.157,0,5,0.523,5,236547,-3.086,0.572,1
2002,I Wanna Talk About Me,toby keith,28,66,20,74,-8,59eq80wpFVDUhJfz2FvWfY,0.846,0.102,106.029,0.0522,0.16,0,4,0.759,5,183360,-6.008,0.666,1
2013,I Want Crazy,hunter hayes,19,30,20,41,-11,2tC3NZsLgXr9CXvOKon19c,0.878,0.112,103.029,0.0387,0.0539,0,4,0.562,8,236865,-4.806,0.558,1
2010,I Want To Hold Your Hand,glee cast,36,0,1,36,New,5FeMd5rQHvn9oQQoD8j0Z9,0.261,0.17,78.015,0.0267,0.664,1.09E-05,1,0.484,7,156347,-10.951,0.215,1
2009,I Want To Know What Love Is,mariah carey,60,91,6,97,-6,39hkE5vwH6RzPlWAxlT7lr,0.453,0.213,80.003,0.0337,0.127,2.77E-06,4,0.581,6,207133,-6.087,0.277,1
2012,I Want To Know What Love Is,terry mcdermott,84,0,1,84,New,1mnUouhbCs1F8HeH0OG8S2,0.338,0.14,80.486,0.0358,0.754,0,3,0.402,2,222133,-5.689,0.272,0
2004,I Want To Live,josh gracin,45,98,14,98,0,1ARIvWVqjjUfyRnCpKA3tP,0.667,0.228,159.887,0.0345,0.226,0,4,0.448,6,238080,-4.344,0.451,1
2004,I Want You,janet jackson,57,90,10,93,-3,0asiXYLtkLysGJTFdYs0My,0.836,0.156,105.741,0.0382,0.201,0.0207,3,0.645,3,252773,-5.558,0.681,1
2003,I Want You,thalia,22,90,19,96,-6,1HCPjfa02m5JwcO37LHfYb,0.773,0.0632,91.915,0.121,0.0107,0,4,0.803,0,226027,-3.628,0.708,1
2015,I Want You To Know,zedd,17,93,16,95,-2,1qx8bj4quT6XuP5P9Eu12Z,0.873,0.193,129.992,0.0603,0.00489,9.76E-06,4,0.565,9,238800,-2.2,0.354,0
2018,I Was Jack (You Were Diane),Jake Owen,86,86,3,86,0,0L1ZDS8joLUUwUeqWZsEg6,0.878,0.0505,94.014,0.0452,0.0875,0,4,0.612,6,188013,-3.556,0.599,1
2007,I Who Have Nothing,jordin sparks,80,0,1,80,New,23ZjWmNcsSAjfGtGvjHdvj,0.337,0.354,58.9,0.0363,0.583,3.79E-06,4,0.44,9,169682,-8.983,0.157,0
2012,I Will Always Love You,glee cast,87,0,1,87,New,26ccHACahcxBMjBjqbP9O8,0.441,0.24,136.631,0.0312,0.687,6.25E-06,4,0.302,4,268000,-5.873,0.16,1
2012,I Will Always Love You,whitney houston,3,3,29,30,-27,4vbdhu1cMAwuOFt1Uddy5x,0.269,0.0858,133.502,0.0353,0.832,5.17E-06,4,0.302,4,270347,-9.47,0.124,1
2009,I Will Be,leona lewis,66,70,6,80,-10,4McQiGWb6Q09GGEWGkBLpO,0.602,0.145,75.03,0.0288,0.156,0,4,0.465,7,238533,-4.154,0.18,1
2000,I Will Love Again,lara fabian,32,89,17,96,-7,1raT3L0NJtc10t7xNgHJZ1,0.757,0.0883,126.975,0.0347,0.0435,1.35E-06,4,0.643,9,223040,-8.031,0.471,0
2014,I Will Never Let You Down,rita ora,77,85,6,96,-11,2ia7iiEtpiOL2ZVuWxBZGB,0.801,0.128,128.011,0.0296,0.403,0,4,0.753,4,203467,-3.215,0.794,1
2009,I Will Not Bow,breaking benjamin,40,81,20,81,0,2yXyz4NLTZx9CLdXfLTp5E,0.952,0.38,107.942,0.0668,0.000192,7.80E-06,4,0.543,8,216733,-3.65,0.591,1
2008,I Will Possess Your Heart,death cab for cutie,70,85,12,98,-13,77vYwoC7e3pVoPq8BA9CuL,0.619,0.0732,133.074,0.0261,0.423,0.313,4,0.605,9,505773,-8.971,0.578,0
2013,I Will Wait,mumford,12,47,39,50,-3,2JHBMVs8E7bJJBLkXpKgHn,0.752,0.301,131.221,0.0323,0.0165,0.00541,4,0.488,1,276720,-5.131,0.445,1
2000,I Will...But,shedaisy,43,85,20,87,-2,2zFARUJU8Rcxt6DZ8oAsaQ,0.835,0.124,112.546,0.036,0.118,0,4,0.67,2,219973,-5.111,0.855,1
2000,I Wish,carl thomas,20,52,20,67,-15,3lqT89gv8p3PYwXtr3ODjv,0.666,0.107,89.824,0.0337,0.0593,3.82E-05,4,0.736,1,226760,-4.929,0.224,1
2004,I Wish,jo dee messina,75,79,4,92,-13,04fR7gxIY0VVhW6wZMoHpA,0.515,0.0802,70.136,0.03,0.388,0,4,0.389,7,213547,-6.224,0.164,1
2001,I Wish,r. kelly,14,46,22,48,-2,7sOqd1dVmfU5mgqrUtlqc5,0.463,0.119,78.83,0.12,0.068,0,4,0.42,6,334000,-9.056,0.659,1
2003,I Wish I Wasn't,heather headley,55,63,20,66,-3,4xVTo97ZBwlT8ai9Wj8zw4,0.434,0.128,111.912,0.0443,0.778,0,4,0.74,1,255467,-5.714,0.333,1
2012,I Wish You Would,dj khaled,78,0,2,99,Re-Entry,1YXMYUu7sEykUrbdy7KcA7,0.888,0.348,141.979,0.0618,0.0496,0,4,0.714,5,238267,-0.96,0.621,1
2003,I Wish You'd Stay,brad paisley,57,88,10,100,-12,1Jhm8RRMQSTYX9ZaOMeUk8,0.29,0.287,93.694,0.0257,0.286,7.22E-05,4,0.472,7,377867,-10.238,0.0906,1
2014,I Won,future,98,0,3,98,Re-Entry,4AqeVFAIC7J3GWQodJMsQH,0.66,0.38,83.772,0.281,0.755,0,4,0.587,6,240427,-5.616,0.343,0
2007,I Wonder,kellie pickler,75,82,10,98,-16,4TWDBIZt5tJwEqyNYPCY4V,0.37,0.113,123.134,0.0299,0.731,0,4,0.493,1,237960,-6.537,0.23,1
2011,I Won't Back Down,blake shelton,57,0,1,57,New,6XscPNlnKw0mnVYE7kvWRj,0.762,0.472,114.1,0.0441,0.00268,0.00538,4,0.494,10,199493,-2.885,0.653,1
2011,I Won't Give Up,jana kramer,75,0,1,75,New,3ALUfg1ISMMi1c38tOKk9E,0.369,0.103,83.004,0.0253,0.621,0,4,0.612,2,198053,-6.767,0.309,1
2012,I Won't Give Up,jason mraz,8,49,44,43,6,05pKAafT85jeeNhZ6kq7HT,0.303,0.115,136.703,0.0398,0.694,0,3,0.585,4,240166,-10.058,0.142,1
2011,I Won't Let Go,rascal flatts,31,48,20,56,-8,1T1C9VVQ1lb60WxWZx7KoG,0.425,0.113,131.772,0.0294,0.707,0,4,0.542,4,227760,-6.986,0.183,1
2014,I Won't Let You Down,ok go,71,0,1,71,New,2xHlwGuBr9RXu8nlawDUka,0.915,0.0351,113.986,0.105,0.0257,0,4,0.755,2,222440,-3.505,0.7,1
2008,I Won't Tell,fat joe,37,76,16,100,-24,17oPTmOSaJSf2iDpkrnCUH,0.784,0.293,183.733,0.371,0.0248,0,4,0.615,1,229653,-7.99,0.327,1
2016,I Would Die 4 U,prince and the revolution,8,0,16,39,Re-Entry,7qvMXp86U0Jt6ZOkxdOnzu,0.75,0.202,135.406,0.0321,0.0862,0.000388,4,0.731,2,178987,-10.457,0.639,1
2011,I Wouldn't Be A Man,josh turner,92,0,1,92,New,3ga3cmO4mb9dMhysyJUEaH,0.483,0.0962,130.836,0.0291,0.447,0.000318,4,0.605,2,212693,-7.775,0.169,1
2001,I Would've Loved You Anyway,trisha yearwood,44,93,20,91,2,5ypO2aV9FHp4WulbTXepBx,0.467,0.1,137.852,0.027,0.465,1.23E-05,4,0.371,6,221453,-5.649,0.307,1
2006,I Write Sins Not Tragedies,panic! at the disco,7,41,37,46,-5,4bPQs0PHn4xbipzdPfn6du,0.795,0.114,170.06,0.134,0.0938,0,4,0.567,9,187613,-4.985,0.635,0
2013,I. Crawl,childish gambino,86,0,1,86,New,5fHzVJznA1QZolCrc7aNV8,0.529,0.102,132.815,0.0445,0.037,3.00E-06,4,0.429,6,209480,-8.575,0.332,1
2013,Ice,kelly rowland,88,100,12,98,2,0WjQu6qf7KlVWAb6JqICYd,0.519,0.0905,159.002,0.236,0.0168,0,4,0.622,11,248933,-8.526,0.323,1
2007,Ice Box,omarion,12,26,21,38,-12,1ElXBG9yJcgSFUJr19sotM,0.724,0.131,131.092,0.153,0.178,0,4,0.773,8,257000,-5.731,0.821,1
2009,Ice Cream Freeze (Let's Chill),hannah montana,87,0,1,87,New,3FRuUuqmFDk3BYHaDzAjTI,0.969,0.621,105.989,0.0514,0.0553,3.62E-05,4,0.725,0,187400,-3.615,0.894,1
2009,Ice Cream Paint Job,dorrough,27,57,20,60,-3,6Wah3QXNHv42xHAJhXgTg8,0.664,0.288,180.079,0.463,0.00218,0,4,0.848,0,242000,-8.441,0.854,1
2010,Ice Ice Baby,glee cast,74,0,1,74,New,3kUkjtNjWG7jFEMIEPnVJq,0.816,0.0554,120.019,0.0831,0.0192,0.00298,4,0.98,7,205120,-8.087,0.787,1
2017,Ice Melts,drake,62,62,2,85,-23,7bJ4mu7MHa3rHiNyKjOoSl,0.558,0.385,124.949,0.337,0.0754,0,4,0.813,9,250770,-7.559,0.631,1
2017,Ice Tray,Quavo & Lil Yachty,74,86,6,90,-4,3wdfLVUhmX64lIyWIIEW8s,0.494,0.12,129.968,0.139,0.0247,0,4,0.889,8,213613,-5.578,0.24,0
2007,Icky Thump,the white stripes,26,92,17,100,-8,6urjT2UUnX83D8CDOPfux3,0.648,0.0635,94.123,0.105,0.026,0.0117,4,0.394,9,254533,-7.22,0.333,1
2008,I'd Come For You,nickelback,44,44,2,95,-51,1xQZtbipNLyP0e0hihE5F5,0.748,0.144,147.998,0.0311,0.033,0,4,0.489,2,262627,-5.488,0.385,1
2003,I'd Do Anything,simple plan,51,91,12,97,-6,5KCPpfk3qfw2Gd9DRMCq8Y,0.917,0.261,169.088,0.133,0.00143,0,4,0.395,8,197640,-6.86,0.563,1
2015,I'd Just Love To Lay You Down,barrett baber,92,0,1,92,New,31mfhAKOC4q1qSUl8YqiIh,0.548,0.0945,151.924,0.0292,0.424,1.06E-05,4,0.418,7,194813,-6.438,0.46,1
