Track,Artist,Position,Peak,Last,Weeks,Year,Month,Week
Love And Understanding,Cher,0.0,0.0,0,0.0,0.0,0.0,0.0
Love Enough,Cher,0.0,0.0,0,0.0,0.0,0.0,0.0
Love Is A Lonely Place Without You,Cher,0.0,0.0,0,0.0,0.0,0.0,0.0
Love Is The Groove,Cher,0.0,0.0,0,0.0,0.0,0.0,0.0
Love On A Rooftop,Cher,0.0,0.0,0,0.0,0.0,0.0,0.0
Love The Devil Out Of Ya,Cher,0.0,0.0,0,0.0,0.0,0.0,0.0
Magic In The Air,Cher,0.0,0.0,0,0.0,0.0,0.0,0.0
Main Man,Cher,0.0,0.0,0,0.0,0.0,0.0,0.0
Make The Man Love Me,Cher,0.0,0.0,0,0.0,0.0,0.0,0.0
Mama Look Sharp,Cher,0.0,0.0,0,0.0,0.0,0.0,0.0
"Mama Was A Rock And Roll Singer, Papa Used To Write All Her Songs",Cher,0.0,0.0,0,0.0,0.0,0.0,0.0
Melody,Cher,0.0,0.0,0,0.0,0.0,0.0,0.0
Mirror Image,Cher,0.0,0.0,0,0.0,0.0,0.0,0.0
Miss Subway Of 1952,Cher,0.0,0.0,0,0.0,0.0,0.0,0.0
More Than You Know,Cher,0.0,0.0,0,0.0,0.0,0.0,0.0
Move Me,Cher,0.0,0.0,0,0.0,0.0,0.0,0.0
25 Or 6 To 4,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
3rd Movement,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
90 Degrees And Freezing,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
A Hit By Varese,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
A Little Bit Of Sunshine,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
A Song For Richard And His Friends,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Ain't It Blue?,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Ain't It Time,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Alive Again,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
All Roads Lead To You,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
All That Jazz,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
All The Years,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Alma Mater,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Aloha Mama,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Along Comes A Woman,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Already Gone,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Another Rainy Day In New York City,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
At The Sunrise,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Baby What A Big Surprise,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Bad Advice,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Beginnings,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Better,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Blues In The Night,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Child's Prayer,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Christmas Time Is Here,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Explain It To My Heart,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Fancy Colours,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Feel,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Feliz Navidad,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Finale,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Forever,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Funny Honey,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Gently I'll Wake You,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Glory Of Love,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
God Save The Queen,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Gone Long Gone,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Harry Truman,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Here In My Heart,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Here With Me (Candle For The Dark),Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Hideaway,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Hold On,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Holdin' On,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Hope For Love,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
I Believe,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
I Don't Wanna Live Without Your Love,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
I Don't Want Your Money,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
I Saw Three Ships,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Introduction,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Jenny,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Jolly Old St. Nicholas,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Just You And Me,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Lets Take A Lifetime,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Life Saver,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Listen,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Little Drummer Boy,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Little Miss Lovin',Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Little One,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Long Lost Friend,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Long Time No See,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Loser With A Broken Heart,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Love Is A Crime,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Love Me Tomorrow,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Love Was New,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Love Will Come Back,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Mama Mama,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Moonlight Serenade,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Movin' In,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Must Have Been Crazy,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
My Own Best Friend,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Never Been In Love Before,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Niagara Falls,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
No Tell Lover,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Nowadays,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Nowadays - Roxie And Velma,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Oh Thank You Great Spirit,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Once Or Twice,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
One From The Heart,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
One More Day,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Only Love,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Only Time Can Heal The Wounded,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Only You,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Over And Over,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Paradise Alley,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Plaid,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Policeman,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Prima Donna,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Razzle Dazzle,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Remember The Feeling,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Roxie,Chicago,0.0,0.0,0,0.0,0.0,0.0,0.0
Alexander Beetle,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Alice The Camel,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
All I Want For Christmas (My Two Front Teeth),Children,0.0,0.0,0,0.0,0.0,0.0,0.0
All The Pretty Little Ponies,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
All Together Now,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Alouette (english Translation),Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Amazing Grace,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
America The Beautiful,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
As With Gladness Men Of Old,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Autumn Lullaby,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Autumn Winds,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Away In A Manger,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Babes In The Woods,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Baby Bumblebee (version 1),Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Baby Bumblebee (version 2),Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Baby Bumblebee (version 3),Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Baby's Storybook,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Be Prepared,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Bed In Summer,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Bringing In The Hay,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Brown Baby,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Buffalo Gals,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Build A Home,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Camp Menzies,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Cindy,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Close Every Door,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Crawdad Song,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Do Re Mi,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Down By The Bay,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Dry Bones,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Five Little Ducks,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Five Little Fishies,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Five Little Froggies,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Fooba Wooba John,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Goin' To Boston,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Going On A Lion Hunt,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Great Granddad,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Grizzly Bear,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
"Head, Shoulders, Knees And Toes",Children,0.0,0.0,0,0.0,0.0,0.0,0.0
He's Got The Whole World In His Hands,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Hinky Dinky 'Double D' Farm,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
I Don't Care,Children,0.0,0.0,0,0.0,0.0,0.0,0.0
Add Me In,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Autumn Leaves,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
AWOL,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Back Out,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Banjo,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Beautiful People,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Best Luv Song,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Better,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Between The Lines,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Bitches N Marijuana,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Blind Folded,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Blood On My Hands,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Blow It In The Wind,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Body On Mine,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Body Shots,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Bomb,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Bombs Away,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Came To Do,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Can't Say No,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Day One,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Deuces,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
D.G.I.F.U.,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Diagnosed With Love,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Discover,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Don't Think They Know,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Down,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Drown In It,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Electric Guitar,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Excuse Me Mama,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Fallin Down,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Fatal Attraction,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Favorite Girl,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Heart To Heart,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Help Me,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Holding On,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Hologram,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
I Need This,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
I Needed You,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
I Wanna Be,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
I'll Be Right Here,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
I'll Call Ya,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
I'll Go,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
It's Yo Shit,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Lost In Ya Love,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Love Me No More,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Love Them Girls,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Lucky Me,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Make Love (Royalty),Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Mama,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Marvin's Room,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Mercy,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
M.I.A.,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Missing You,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Mona Lisa,Chris Brown,0.0,0.0,0,0.0,0.0,0.0,0.0
Ace Of Hearts,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
And You My Love,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Anyone Quite Like You,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Born To Lose,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Bows And Bangles,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Burning Feet,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Catfish Girl,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Changing Times,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Chisel Hill,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Come So Far Yet Still So Far To Go,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Coming Off The Ropes,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Crack That Mould,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Curse Of The Traveller,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Dance!,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Dancing The Blues Away,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Dancing With Charlie,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Deep Water,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Driving Home For Christmas,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
E,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Easy Rider,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Espresso Logic,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Every Beat Of My Heart,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Every Second Counts,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Evil No.2,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Firefly,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Fires Of Spring,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Fool,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
From Love To Love,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Giverny,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
God Gave Me An Angel,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Gone Fishing,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Gonna Buy A Hat,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Good News,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Guitar Street,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
He Should Know Better,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Heading For The City,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Heaven,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Hey You,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Holding Out,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
I Ain't The Fool,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
I Can't Dance To That,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
I Don't Care Anymore,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
I Just Wanna Be With You,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
I Saw You Coming,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
I Thought I Was Going To Lose You,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
If You Were Me,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
I'm Ready,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
I'm Still Holding On,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
It's All Gone,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Just Passing Through,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Little Blonde Plaits,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Looking For A Rainbow,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Looking For The Summer,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Love Turns To Lies,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Love's Strange Ways,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Loving You,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Loving You Again,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Midnight Blue,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Miles Is A Cigarette,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Mississippi,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
New Times Square,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
New Way,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
One Fine Day,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
One Golden Rule,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
One Sweet Tender Touch,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Only With You,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Raincoat And A Rose,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Reasons,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Red,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Sandwriting,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Shadows Of The Big Man,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Shamrock Diaries,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
She Closed Her Eyes,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
She Gave It Away,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
She's Gonna Change Everything,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
"Shine, Shine, Shine",Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Since I Don't See You Anymore,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Since I Found You,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Sing A Song Of Love To Me,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
"Soft Top, Hard Shoulder",Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Someday My Peace Will Come,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Soup Of The Day,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
"Square Peg, Round Hole",Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Stainsby Girls,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Standing In The Doorway,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Steel River,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Stick By You,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Stick It,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Still Beautiful,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Stop,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Summer Love,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Sweet Kiss,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Sweet Summer Day,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Tamatave,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Teach Me To Dance,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Tell Me There's A Heaven,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Tennis,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Texas,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
Texas (1983),Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
That Girl Of Mine,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
That's The Way It Goes,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
That's What They Always Say,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
The Blue Cafe,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
The Hustler,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
The Memory Of A Good Friend,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
The Mention Of Your Name,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
The Road To Hell,Chris Rea,0.0,0.0,0,0.0,0.0,0.0,0.0
A Song For You,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Abandont,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
All I Need,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
All I Wanna Do,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Angels We Have Heard On High,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Army Of Me,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Around The World,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Badass,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Beautiful People,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Best Of Me,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Can't Hold Us Down,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Car Wash,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Cease Fire,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Choices Made,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Christmas Time,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Come On Over,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Cruz,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Desnudate,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Don't Make Me Love You,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Down To Earth,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Dream A Dream,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Dreamy Eyes,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Dynamite,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Elastic Love,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Electric Chair,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Empty Words,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Enter The Circus,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Express,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
F.U.S.S. (Interlude),Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Genie 2.0,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Genie In A Bottle,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Glam,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Happy,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
I Am,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Left Outside Alone,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Let There Be Love,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
Lift Me Up,Christina Aguilera,0.0,0.0,0,0.0,0.0,0.0,0.0
